11210, 1, 72.15999027777775
11210, 2, 114.15431547619049
11210, 3, 97.58219482670756
11210, 4, 94.57430317954027
11210, 5, 87.70672758838386
11210, 6, 142.43967048534142
11210, 7, 196.81133431932568
11210, 8, 186.8227598566308
11210, 9, 286.5018535353539
11210, 10, 0
11210, 11, 0
11210, 12, 0
11354, 1, 51.73868929070583
11354, 2, 80.19270564516124
11354, 3, 84.52880040138666
11354, 4, 109.8965641855448
11354, 5, 108.55286905886055
11354, 6, 122.23465125152646
11354, 7, 278.1462827880931
11354, 8, 231.67351775956303
11354, 9, 364.580147999405
11354, 10, 0
11354, 11, 0
11354, 12, 0
10451, 1, 46.94610544897402
10451, 2, 82.35132195866277
10451, 3, 89.96520202020194
10451, 4, 98.46970138888899
10451, 5, 95.36117956551274
10451, 6, 200.39388364173772
10451, 7, 92.8292623490012
10451, 8, 117.08997122421859
10451, 9, 122.83344435837869
10451, 10, 0
10451, 11, 0
10451, 12, 0
10031, 1, 51.45586318120555
10031, 2, 89.17998048459033
10031, 3, 82.15599668262365
10031, 4, 40.40839224975715
10031, 5, 72.50535259133405
10031, 6, 114.20862377754196
10031, 7, 102.33709620508391
10031, 8, 115.43316094801595
10031, 9, 110.9065381744506
10031, 10, 0
10031, 11, 0
10031, 12, 0
11364, 1, 58.25968303726926
11364, 2, 88.4867949459877
11364, 3, 118.47148802147868
11364, 4, 134.56320378151258
11364, 5, 179.00380893504774
11364, 6, 105.87906874500403
11364, 7, 215.24035349151234
11364, 8, 187.83106065059752
11364, 9, 402.13077814569516
11364, 10, 0
11364, 11, 0
11364, 12, 0
10016, 1, 42.61346540178556
10016, 2, 61.485060107376
10016, 3, 79.25445327961538
10016, 4, 94.5123783148706
10016, 5, 188.75214602524812
10016, 6, 176.53947437238534
10016, 7, 127.34314028080355
10016, 8, 141.21169807834445
10016, 9, 209.54731995464863
10016, 10, 0
10016, 11, 0
10016, 12, 0
10301, 1, 56.18900169204732
10301, 2, 93.85324689357097
10301, 3, 75.24320456217806
10301, 4, 97.71678790412479
10301, 5, 94.21815669515686
10301, 6, 83.88139271502888
10301, 7, 127.83618191721142
10301, 8, 168.50612099644135
10301, 9, 202.65461898309462
10301, 10, 0
10301, 11, 0
10301, 12, 0
10305, 1, 44.213513645224126
10305, 2, 77.34304375
10305, 3, 88.04820496633
10305, 4, 55.54833141099585
10305, 5, 88.48211997273341
10305, 6, 100.89011588018741
10305, 7, 109.75510714285709
10305, 8, 179.30386336736197
10305, 9, 228.56262694821504
10305, 10, 0
10305, 11, 0
10305, 12, 0
11217, 1, 41.24629236663723
11217, 2, 75.21946716084813
11217, 3, 80.67288344226576
11217, 4, 106.2631393229166
11217, 5, 135.84827739387947
11217, 6, 87.87291177541181
11217, 7, 153.93651996039185
11217, 8, 182.09474516307375
11217, 9, 198.04800576519926
11217, 10, 0
11217, 11, 0
11217, 12, 0
10022, 1, 49.05381974506966
10022, 2, 84.29325481798718
10022, 3, 105.76503628925835
10022, 4, 230.9731721311476
10022, 5, 209.17039735099328
10022, 6, 211.313399931694
10022, 7, 135.46668538647333
10022, 8, 189.54064115646258
10022, 9, 177.20357163742696
10022, 10, 0
10022, 11, 0
10022, 12, 0
11103, 1, 33.73682164997615
11103, 2, 75.67309819317805
11103, 3, 66.4467995746943
11103, 4, 74.23704901960788
11103, 5, 80.99895182062988
11103, 6, 73.58632339449538
11103, 7, 73.3271727523896
